Telemetry_ID,Trip_ID,Timestamp,Minute_Offset,Latitude,Longitude,Altitude,Speed_KMH,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z,Phone_Mount
TEL_009232,T364,2026-08-13 08:15:00,7,12.967899,77.600848,923.6,27.5,-0.57,0.04,10.22,-1.7,4.0,3.7,Handlebar_Mount
TEL_009233,T364,2026-08-13 08:16:00,8,12.966913,77.603576,919.7,27.6,-0.19,0.03,9.56,5.6,2.9,14.5,Handlebar_Mount
TEL_009234,T364,2026-08-13 08:17:00,9,12.966662,77.606708,924.4,29.9,-0.66,0.8,9.91,2.3,-3.2,8.3,Handlebar_Mount
TEL_009235,T364,2026-08-13 08:18:00,10,12.963351,77.607165,919.1,31.8,0.42,0.67,9.83,2.3,6.0,-5.0,Handlebar_Mount
TEL_009236,T364,2026-08-13 08:19:00,11,12.96474,77.604194,921.7,31.2,0.25,-0.21,9.56,2.0,1.3,-9.4,Handlebar_Mount
TEL_009237,T364,2026-08-13 08:20:00,12,12.966708,77.601351,919.3,32.9,-0.39,0.6,10.5,0.9,-3.1,0.7,Handlebar_Mount
TEL_009238,T364,2026-08-13 08:21:00,13,12.965732,77.598122,919.9,32.1,0.08,-0.27,10.03,1.6,1.5,-17.9,Handlebar_Mount
TEL_009239,T364,2026-08-13 08:22:00,14,12.964151,77.595213,917.8,31.5,0.1,-0.23,9.14,-1.6,4.8,13.1,Handlebar_Mount
TEL_009240,T364,2026-08-13 08:23:00,15,12.962231,77.592593,919.3,30.9,-0.02,-0.19,9.44,-0.9,-3.5,2.1,Handlebar_Mount
TEL_009241,T364,2026-08-13 08:24:00,16,12.961763,77.589422,919.7,30.5,-1.0,-0.16,9.58,2.5,-5.9,-2.5,Handlebar_Mount
TEL_009242,T364,2026-08-13 08:25:00,17,12.958779,77.587801,916.8,32.3,-0.89,0.64,9.23,2.5,-9.1,-8.4,Handlebar_Mount
TEL_009243,T364,2026-08-13 08:26:00,18,12.961628,77.587817,918.2,27.1,0.91,-1.79,10.03,-3.3,2.4,6.6,Handlebar_Mount
TEL_009244,T364,2026-08-13 08:27:00,19,12.964489,77.58803,918.6,27.3,-1.32,0.05,10.03,2.5,-12.3,3.4,Handlebar_Mount
TEL_009245,T364,2026-08-13 08:28:00,20,12.965412,77.585302,921.9,27.4,0.58,0.04,9.49,0.4,3.7,-0.0,Handlebar_Mount
TEL_009246,T364,2026-08-13 08:29:00,21,12.96847,77.58593,922.5,29.7,-0.34,0.81,10.36,5.1,0.7,-14.6,Handlebar_Mount
TEL_009247,T364,2026-08-13 08:30:00,22,12.96847,77.58593,919.8,0.0,0.12,-2.19,10.06,-6.7,5.4,3.0,Handlebar_Mount
TEL_009248,T365,2026-08-14 09:36:00,0,12.990369,77.614311,920.0,0.0,0.2,0.0,10.5,2.8,0.7,-3.2,Handlebar_Mount
TEL_009249,T365,2026-08-14 09:37:00,1,12.989972,77.614893,918.0,6.7,0.06,2.33,9.7,6.8,-2.4,-0.4,Handlebar_Mount
TEL_009250,T365,2026-08-14 09:38:00,2,12.989939,77.613495,915.6,13.3,0.33,2.29,9.22,8.3,2.6,-10.7,Handlebar_Mount
TEL_009251,T365,2026-08-14 09:39:00,3,12.989433,77.612069,924.8,14.4,-0.22,0.38,10.27,1.6,-0.4,-0.3,Handlebar_Mount
TEL_009252,T365,2026-08-14 09:40:00,4,12.989982,77.610413,917.0,16.6,0.67,0.75,9.54,4.4,4.3,-7.8,Handlebar_Mount
TEL_009253,T365,2026-08-14 09:41:00,5,12.991431,77.612036,924.8,20.7,-0.39,1.41,10.47,3.9,-1.7,-0.3,Handlebar_Mount
TEL_009254,T365,2026-08-14 09:42:00,6,12.993749,77.6108,922.5,25.0,0.32,1.52,9.73,10.9,3.8,-1.5,Handlebar_Mount
TEL_009255,T365,2026-08-14 09:43:00,7,12.992392,77.613854,916.8,31.8,-1.49,2.34,9.58,7.1,-13.8,20.3,Handlebar_Mount
TEL_009256,T365,2026-08-14 09:44:00,8,12.988955,77.613144,921.2,33.4,0.56,0.57,10.02,1.1,4.3,-20.0,Handlebar_Mount
TEL_009257,T365,2026-08-14 09:45:00,9,12.986529,77.610406,915.4,34.8,0.18,0.48,9.29,4.4,2.5,13.0,Handlebar_Mount
TEL_009258,T365,2026-08-14 09:46:00,10,12.987348,77.613852,915.1,33.7,0.21,-0.38,10.28,2.0,2.0,-14.5,Handlebar_Mount
TEL_009259,T365,2026-08-14 09:47:00,11,12.991016,77.614778,921.6,36.0,-0.1,0.79,9.56,0.8,-0.0,-13.3,Handlebar_Mount
TEL_009260,T365,2026-08-14 09:48:00,12,12.990538,77.611163,915.1,34.7,0.09,-0.44,9.58,0.1,2.4,0.7,Handlebar_Mount
TEL_009261,T365,2026-08-14 09:49:00,13,12.993447,77.608614,920.9,36.8,-0.96,0.74,10.66,3.6,-14.8,-8.6,Handlebar_Mount
TEL_009262,T365,2026-08-14 09:50:00,14,12.992343,77.611668,921.0,30.9,0.82,-2.05,10.31,-9.2,6.2,13.1,Handlebar_Mount
TEL_009263,T365,2026-08-14 09:51:00,15,12.995418,77.609911,921.6,33.7,-0.44,0.95,9.37,4.6,-2.7,11.1,Handlebar_Mount
TEL_009264,T365,2026-08-14 09:52:00,16,12.99602,77.606282,918.6,35.0,0.03,0.46,9.31,2.3,-4.9,7.4,Handlebar_Mount
TEL_009265,T365,2026-08-14 09:53:00,17,12.992725,77.607638,924.2,33.9,-1.03,-0.39,9.53,-0.0,-8.8,11.1,Handlebar_Mount
TEL_009266,T365,2026-08-14 09:54:00,18,12.994586,77.604724,919.9,32.9,-0.07,-0.33,9.24,-2.9,-10.0,5.3,Handlebar_Mount
TEL_009267,T365,2026-08-14 09:55:00,19,12.993445,77.601537,918.1,32.2,1.1,-0.27,10.5,1.8,0.4,7.2,Handlebar_Mount
TEL_009268,T365,2026-08-14 09:56:00,20,12.989817,77.601911,919.9,34.7,1.73,0.88,9.05,3.5,18.6,21.7,Handlebar_Mount
TEL_009269,T365,2026-08-14 09:57:00,21,12.992277,77.603729,917.3,29.1,-0.37,-1.93,11.87,-6.3,-1.2,12.9,Handlebar_Mount
TEL_009270,T365,2026-08-14 09:58:00,22,12.991165,77.600644,916.5,31.2,-0.45,0.71,10.02,2.7,-3.2,-18.2,Handlebar_Mount
TEL_009271,T365,2026-08-14 09:59:00,23,12.991165,77.600644,917.1,0.0,0.47,-2.06,9.54,-8.7,5.0,-5.2,Handlebar_Mount
TEL_009272,T366,2026-08-15 10:21:00,0,12.952955,77.580397,917.1,0.0,0.3,0.0,10.21,-0.5,3.4,-1.4,Handlebar_Mount
TEL_009273,T366,2026-08-15 10:22:00,1,12.952333,77.57988,922.9,7.7,-0.24,2.67,9.5,8.3,1.4,5.8,Handlebar_Mount
TEL_009274,T366,2026-08-15 10:23:00,2,12.951968,77.578541,919.6,13.2,0.17,1.91,10.76,5.9,4.5,-6.1,Handlebar_Mount
TEL_009275,T366,2026-08-15 10:24:00,3,12.950548,77.577743,915.9,15.5,1.11,0.82,8.99,1.7,11.3,-10.0,Handlebar_Mount
TEL_009276,T366,2026-08-15 10:25:00,4,12.948676,77.578851,915.7,20.7,0.69,1.8,10.01,7.3,7.5,14.5,Handlebar_Mount
TEL_009277,T366,2026-08-15 10:26:00,5,12.950815,77.578002,924.7,21.9,0.92,0.4,9.15,1.3,7.3,3.8,Handlebar_Mount
TEL_009278,T366,2026-08-15 10:27:00,6,12.953229,77.576937,918.5,25.1,0.27,1.12,9.01,5.5,-7.9,4.1,Handlebar_Mount
TEL_009279,T366,2026-08-15 10:28:00,7,12.955221,77.579075,915.7,27.8,0.81,0.94,9.94,4.1,6.2,-6.5,Handlebar_Mount
TEL_009280,T366,2026-08-15 10:29:00,8,12.958154,77.58026,920.8,30.1,0.09,0.79,10.12,2.3,1.1,5.8,Handlebar_Mount
TEL_009281,T366,2026-08-15 10:30:00,9,12.955359,77.578389,922.5,32.0,-0.43,0.66,9.48,4.1,-3.8,-10.8,Handlebar_Mount
TEL_009282,T366,2026-08-15 10:31:00,10,12.958803,77.577608,918.3,33.6,-0.49,0.56,10.49,2.9,-2.0,-21.6,Handlebar_Mount
TEL_009283,T366,2026-08-15 10:32:00,11,12.955403,77.577111,922.2,32.7,-0.92,-0.31,6.98,-1.5,-0.8,14.0,Handlebar_Mount
TEL_009284,T366,2026-08-15 10:33:00,12,12.958298,77.574824,921.8,35.1,-0.5,0.85,10.17,5.1,-5.8,10.4,Handlebar_Mount
TEL_009285,T366,2026-08-15 10:34:00,13,12.961712,77.575879,920.4,34.0,-0.1,-0.4,9.65,0.7,-1.9,9.3,Handlebar_Mount
TEL_009286,T366,2026-08-15 10:35:00,14,12.961712,77.575879,916.5,0.0,-0.08,-3.02,9.81,-12.2,-6.3,0.6,Handlebar_Mount
TEL_009287,T367,2026-08-17 05:09:00,0,12.972104,77.577396,923.9,0.0,-0.07,0.0,10.12,-3.7,-5.9,-3.7,Handlebar_Mount
TEL_009288,T367,2026-08-17 05:10:00,1,12.972398,77.577767,921.5,4.5,-0.07,1.56,9.55,6.4,-1.9,-4.1,Handlebar_Mount
TEL_009289,T367,2026-08-17 05:11:00,2,12.972768,77.576988,916.6,8.2,0.05,1.31,8.85,5.4,-1.4,-2.3,Handlebar_Mount
TEL_009290,T367,2026-08-17 05:12:00,3,12.97322,77.578344,925.0,13.6,-1.41,1.88,9.02,7.2,-14.2,-11.1,Handlebar_Mount
TEL_009291,T367,2026-08-17 05:13:00,4,12.974885,77.578201,920.0,15.9,-0.35,0.8,9.76,5.0,-6.1,1.0,Handlebar_Mount
TEL_009292,T367,2026-08-17 05:14:00,5,12.975379,77.578933,915.5,8.4,0.33,-2.62,9.9,-7.0,7.9,-4.5,Handlebar_Mount
TEL_009293,T367,2026-08-17 05:15:00,6,12.974679,77.579918,924.1,11.5,0.03,1.09,9.74,3.0,1.8,-4.8,Handlebar_Mount
TEL_009294,T367,2026-08-17 05:16:00,7,12.973261,77.579669,920.9,13.7,0.35,0.75,9.73,2.9,-1.8,-6.0,Handlebar_Mount
TEL_009295,T367,2026-08-17 05:17:00,8,12.974504,77.581123,922.9,18.2,-1.63,1.57,10.69,7.8,-14.0,7.9,Handlebar_Mount
TEL_009296,T367,2026-08-17 05:18:00,9,12.972672,77.579713,919.2,22.0,0.87,1.32,9.92,0.6,9.8,-6.0,Handlebar_Mount
TEL_009297,T367,2026-08-17 05:19:00,10,12.975164,77.580608,916.3,25.2,0.1,1.11,10.47,1.8,-0.8,-10.8,Handlebar_Mount
TEL_009298,T367,2026-08-17 05:20:00,11,12.977452,77.579172,923.0,25.7,-0.81,0.15,9.62,-1.6,-7.0,3.8,Handlebar_Mount
TEL_009299,T367,2026-08-17 05:21:00,12,12.974523,77.579689,918.3,28.3,0.73,0.91,9.01,4.0,4.5,-6.9,Handlebar_Mount
TEL_009300,T367,2026-08-17 05:22:00,13,12.972098,77.581394,916.3,28.2,1.0,-0.02,9.86,-0.6,15.2,5.7,Handlebar_Mount
TEL_009301,T367,2026-08-17 05:23:00,14,12.974005,77.583663,920.7,28.2,-0.34,-0.01,10.12,0.5,-1.8,-4.8,Handlebar_Mount
TEL_009302,T367,2026-08-17 05:24:00,15,12.976866,77.584439,920.3,28.2,-0.4,-0.01,9.6,-2.4,-4.9,-1.0,Handlebar_Mount
TEL_009303,T367,2026-08-17 05:25:00,16,12.977754,77.581622,916.7,28.1,-1.18,-0.01,11.33,2.7,-18.8,5.6,Handlebar_Mount
TEL_009304,T367,2026-08-17 05:26:00,17,12.976263,77.583605,920.1,23.6,0.5,-1.56,9.88,-8.4,1.4,20.0,Handlebar_Mount
TEL_009305,T367,2026-08-17 05:27:00,18,12.973945,77.582533,919.2,24.3,-0.04,0.24,9.62,-4.4,6.6,-14.7,Handlebar_Mount
TEL_009306,T367,2026-08-17 05:28:00,19,12.97116,77.583179,918.0,27.2,0.65,0.98,9.41,4.6,9.1,-1.1,Handlebar_Mount
TEL_009307,T367,2026-08-17 05:29:00,20,12.969706,77.580706,917.5,27.3,0.58,0.05,9.55,-2.2,4.3,12.4,Handlebar_Mount
TEL_009308,T367,2026-08-17 05:30:00,21,12.966621,77.581106,918.2,29.6,1.66,0.82,9.65,-2.1,19.2,-20.4,Handlebar_Mount
TEL_009309,T367,2026-08-17 05:31:00,22,12.964298,77.583625,924.9,32.6,0.38,1.02,9.8,2.7,6.4,-2.4,Handlebar_Mount
TEL_009310,T367,2026-08-17 05:32:00,23,12.967849,77.582623,925.0,35.1,1.03,0.86,9.92,3.7,13.1,-7.2,Handlebar_Mount
TEL_009311,T367,2026-08-17 05:33:00,24,12.964466,77.583742,923.5,33.9,-1.0,-0.39,10.12,4.2,-9.3,-11.0,Handlebar_Mount
TEL_009312,T367,2026-08-17 05:34:00,25,12.96104,77.582346,924.4,35.2,0.25,0.45,9.74,-1.1,4.5,-13.7,Handlebar_Mount
TEL_009313,T367,2026-08-17 05:35:00,26,12.963203,77.579488,918.6,34.1,-0.07,-0.4,8.53,0.8,-2.4,-6.4,Handlebar_Mount
TEL_009314,T367,2026-08-17 05:36:00,27,12.966833,77.578313,921.6,36.3,0.76,0.77,9.8,6.1,7.6,3.4,Handlebar_Mount
TEL_009315,T367,2026-08-17 05:37:00,28,12.963496,77.579862,924.5,35.0,0.75,-0.46,10.9,1.0,10.7,-2.7,Handlebar_Mount
TEL_009316,T367,2026-08-17 05:38:00,29,12.959933,77.579824,918.4,33.9,0.78,-0.39,9.62,-1.5,13.4,-2.8,Handlebar_Mount
TEL_009317,T367,2026-08-17 05:39:00,30,12.956995,77.579293,918.2,28.4,-0.39,-1.88,9.21,-7.5,-2.5,-5.8,Handlebar_Mount
TEL_009318,T367,2026-08-17 05:40:00,31,12.954289,77.577555,919.7,30.6,1.35,0.75,9.9,2.5,18.3,-4.8,Handlebar_Mount
TEL_009319,T367,2026-08-17 05:41:00,32,12.954289,77.577555,921.6,0.0,0.07,-1.55,9.69,-8.7,-2.5,-0.4,Handlebar_Mount
TEL_009320,T368,2026-08-11 06:06:00,0,12.985284,77.600959,918.5,0.0,-0.05,0.0,9.49,3.7,-1.7,0.5,Handlebar_Mount
TEL_009321,T368,2026-08-11 06:07:00,1,12.985486,77.601387,917.4,4.5,0.06,1.56,9.24,-0.7,-2.6,-1.8,Handlebar_Mount
TEL_009322,T368,2026-08-11 06:08:00,2,12.986525,77.601017,922.8,10.5,1.08,2.08,9.53,9.7,9.6,12.4,Handlebar_Mount
TEL_009323,T368,2026-08-11 06:09:00,3,12.987149,77.602267,918.3,13.3,0.05,0.97,9.93,3.3,-7.3,0.7,Handlebar_Mount
TEL_009324,T368,2026-08-11 06:10:00,4,12.985858,77.601256,916.9,15.6,0.65,0.82,9.69,5.0,8.6,-1.4,Handlebar_Mount
TEL_009325,T368,2026-08-11 06:11:00,5,12.986468,77.599256,921.2,19.9,0.65,1.46,9.97,6.8,0.9,4.2,Handlebar_Mount
TEL_009326,T368,2026-08-11 06:12:00,6,12.986088,77.601451,918.8,21.2,0.14,0.45,9.54,-0.0,0.2,-10.4,Handlebar_Mount
TEL_009327,T368,2026-08-11 06:13:00,7,12.983582,77.602043,915.4,24.5,-0.38,1.16,8.39,0.7,-1.9,5.1,Handlebar_Mount
TEL_009328,T368,2026-08-11 06:14:00,8,12.982106,77.600459,916.5,20.6,0.34,-1.36,8.74,-6.5,6.7,16.0,Handlebar_Mount
TEL_009329,T368,2026-08-11 06:15:00,9,12.981801,77.597955,920.9,24.0,-0.13,1.19,9.41,5.9,-5.8,0.1,Handlebar_Mount
TEL_009330,T368,2026-08-11 06:16:00,10,12.983253,77.595815,923.6,24.6,-0.32,0.22,10.31,-0.3,-5.7,1.9,Handlebar_Mount
TEL_009331,T368,2026-08-11 06:17:00,11,12.9807,77.59652,916.5,25.2,1.23,0.19,9.03,-0.2,10.3,-0.4,Handlebar_Mount
TEL_009332,T368,2026-08-11 06:18:00,12,12.97801,77.596591,917.7,25.6,-0.17,0.16,9.53,1.2,-5.7,9.0,Handlebar_Mount
TEL_009333,T368,2026-08-11 06:19:00,13,12.9781,77.599564,919.9,28.3,-0.31,0.91,9.89,1.0,-2.3,5.0,Handlebar_Mount
TEL_009334,T368,2026-08-11 06:20:00,14,12.9781,77.599564,917.4,0.0,-0.0,-2.46,9.73,-8.7,1.7,3.7,Handlebar_Mount
TEL_009335,T369,2026-08-12 07:04:00,0,12.966813,77.610746,923.0,0.0,-0.16,0.0,8.9,0.5,-1.3,2.4,Handlebar_Mount
TEL_009336,T369,2026-08-12 07:05:00,1,12.966792,77.610042,917.5,6.7,-0.04,2.33,10.41,9.6,-1.3,5.9,Handlebar_Mount
TEL_009337,T369,2026-08-12 07:06:00,2,12.967116,77.611402,919.2,13.3,0.78,2.29,9.68,4.9,2.0,2.1,Handlebar_Mount
TEL_009338,T369,2026-08-12 07:07:00,3,12.9671,77.610267,916.7,10.8,-0.18,-0.86,10.15,-7.0,0.6,-0.7,Handlebar_Mount
TEL_009339,T369,2026-08-12 07:08:00,4,12.967721,77.608979,915.4,13.6,-0.54,0.95,9.63,3.2,-11.0,3.0,Handlebar_Mount
TEL_009340,T369,2026-08-12 07:09:00,5,12.968913,77.607808,921.2,15.9,-0.04,0.8,9.88,1.1,-1.5,6.7,Handlebar_Mount
TEL_009341,T369,2026-08-12 07:10:00,6,12.967005,77.608714,923.1,20.1,0.42,1.45,9.98,6.4,10.1,16.0,Handlebar_Mount
TEL_009342,T369,2026-08-12 07:11:00,7,12.967299,77.610934,916.0,21.3,0.04,0.44,10.38,2.0,0.7,-7.5,Handlebar_Mount
TEL_009343,T369,2026-08-12 07:12:00,8,12.967301,77.613288,915.4,22.4,0.22,0.37,9.69,4.6,0.8,-3.7,Handlebar_Mount
TEL_009344,T369,2026-08-12 07:13:00,9,12.965832,77.615248,918.8,23.3,-0.25,0.31,9.73,0.2,-2.5,-5.2,Handlebar_Mount
TEL_009345,T369,2026-08-12 07:14:00,10,12.9637,77.613881,918.3,24.1,-0.78,0.26,9.4,2.0,-10.3,-0.3,Handlebar_Mount
TEL_009346,T369,2026-08-12 07:15:00,11,12.964644,77.6163,922.7,24.7,-0.49,0.22,9.64,1.2,-8.1,25.1,Handlebar_Mount
TEL_009347,T369,2026-08-12 07:16:00,12,12.967381,77.617491,921.9,28.4,-0.62,1.3,9.64,3.9,-1.5,5.4,Handlebar_Mount
TEL_009348,T369,2026-08-12 07:17:00,13,12.970343,77.61776,916.1,28.3,-0.57,-0.02,10.27,-3.0,-2.4,2.2,Handlebar_Mount
TEL_009349,T369,2026-08-12 07:18:00,14,12.967379,77.618006,920.8,28.3,-0.34,-0.02,10.59,-1.1,-3.1,-13.7,Handlebar_Mount
TEL_009350,T369,2026-08-12 07:19:00,15,12.968069,77.614875,915.5,30.5,-0.6,0.76,9.3,2.8,-4.1,-2.4,Handlebar_Mount
TEL_009351,T369,2026-08-12 07:20:00,16,12.965619,77.617375,918.3,33.3,0.19,0.97,7.36,3.1,0.9,-9.6,Handlebar_Mount
TEL_009352,T369,2026-08-12 07:21:00,17,12.967885,77.619253,917.4,28.0,-0.17,-1.85,9.9,-5.7,0.5,-17.7,Handlebar_Mount
TEL_009353,T369,2026-08-12 07:22:00,18,12.967885,77.619253,920.7,0.0,-0.07,-1.81,10.17,-5.3,-0.0,-0.9,Handlebar_Mount
TEL_009354,T370,2026-08-12 08:38:00,0,12.981207,77.579373,920.6,0.0,-0.12,0.0,10.87,-1.6,-2.1,-0.4,Handlebar_Mount
TEL_009355,T370,2026-08-12 08:39:00,1,12.981068,77.580063,919.1,6.7,-0.42,2.33,10.08,10.9,-7.9,0.3,Handlebar_Mount
TEL_009356,T370,2026-08-12 08:40:00,2,12.979792,77.580325,924.9,12.4,-0.98,1.96,9.57,9.5,-7.3,-9.3,Handlebar_Mount
TEL_009357,T370,2026-08-12 08:41:00,3,12.978554,77.579365,922.3,14.9,1.19,0.87,9.06,2.2,6.9,2.3,Handlebar_Mount
TEL_009358,T370,2026-08-12 08:42:00,4,12.978602,77.577579,918.3,17.0,-0.25,0.73,9.03,0.5,-2.5,5.4,Handlebar_Mount
TEL_009359,T370,2026-08-12 08:43:00,5,12.976666,77.576519,923.8,21.0,1.14,1.39,9.88,4.7,12.8,-4.0,Handlebar_Mount
TEL_009360,T370,2026-08-12 08:44:00,6,12.977841,77.578523,919.5,22.1,0.74,0.39,8.75,1.2,7.7,-7.7,Handlebar_Mount
TEL_009361,T370,2026-08-12 08:45:00,7,12.980433,77.577932,919.2,25.3,-0.46,1.11,9.55,4.9,1.5,-7.7,Handlebar_Mount
TEL_009362,T370,2026-08-12 08:46:00,8,12.977732,77.577895,915.6,25.7,-0.89,0.15,10.62,0.8,-6.7,-0.9,Handlebar_Mount
TEL_009363,T370,2026-08-12 08:47:00,9,12.975216,77.578988,923.0,26.1,-0.5,0.13,9.25,1.1,-7.7,0.9,Handlebar_Mount
TEL_009364,T370,2026-08-12 08:48:00,10,12.974121,77.576438,923.0,26.4,-0.72,0.11,10.16,2.8,-5.6,-6.8,Handlebar_Mount
TEL_009365,T370,2026-08-12 08:49:00,11,12.973143,77.573562,918.7,28.9,-0.24,0.87,10.06,3.1,-6.7,5.4,Handlebar_Mount
TEL_009366,T370,2026-08-12 08:50:00,12,12.973613,77.570582,922.7,28.7,0.68,-0.05,9.27,2.4,6.7,-7.3,Handlebar_Mount
TEL_009367,T370,2026-08-12 08:51:00,13,12.972553,77.56777,920.7,28.6,-0.23,-0.04,10.44,3.5,0.9,-2.4,Handlebar_Mount
TEL_009368,T370,2026-08-12 08:52:00,14,12.972553,77.56777,922.8,0.0,0.03,-1.75,10.54,-5.2,1.8,-2.6,Handlebar_Mount
TEL_009369,T371,2026-08-13 09:01:00,0,12.980275,77.611553,920.6,0.0,-0.01,0.0,9.95,1.9,-0.5,-0.6,Handlebar_Mount
TEL_009370,T371,2026-08-13 09:02:00,1,12.979605,77.611769,922.1,6.7,-0.24,2.33,9.56,7.7,0.5,-1.7,Handlebar_Mount
TEL_009371,T371,2026-08-13 09:03:00,2,12.980662,77.611007,923.6,12.4,-0.0,1.96,8.99,6.1,-0.3,1.8,Handlebar_Mount
TEL_009372,T371,2026-08-13 09:04:00,3,12.981816,77.612065,922.5,14.9,0.08,0.87,9.65,4.5,1.4,-17.6,Handlebar_Mount
TEL_009373,T371,2026-08-13 09:05:00,4,12.97984,77.612476,918.7,19.2,-0.67,1.51,8.8,6.2,-8.1,31.6,Handlebar_Mount
TEL_009374,T371,2026-08-13 09:06:00,5,12.980606,77.613985,924.9,16.1,-0.08,-1.07,12.28,-5.8,-0.0,-6.7,Handlebar_Mount
TEL_009375,T371,2026-08-13 09:07:00,6,12.982427,77.613471,921.5,18.0,-0.2,0.66,9.53,7.4,3.7,-9.2,Handlebar_Mount
TEL_009376,T371,2026-08-13 09:08:00,7,12.98015,77.613808,915.6,21.9,-0.61,1.33,10.38,5.3,-6.6,-1.3,Handlebar_Mount
TEL_009377,T371,2026-08-13 09:09:00,8,12.979592,77.616386,918.4,25.1,-1.18,1.12,9.43,3.7,-9.7,-5.9,Handlebar_Mount
TEL_009378,T371,2026-08-13 09:10:00,9,12.976951,77.615134,915.2,27.8,0.39,0.94,9.47,3.5,3.0,8.7,Handlebar_Mount
TEL_009379,T371,2026-08-13 09:11:00,10,12.977827,77.611996,916.4,31.0,-0.43,1.12,7.54,1.5,-7.8,-6.6,Handlebar_Mount
TEL_009380,T371,2026-08-13 09:12:00,11,12.979285,77.614851,920.8,30.5,0.2,-0.17,9.12,-1.8,-1.7,-5.8,Handlebar_Mount
TEL_009381,T371,2026-08-13 09:13:00,12,12.981362,77.61755,917.4,32.4,0.06,0.64,10.25,1.9,1.1,-1.4,Handlebar_Mount
TEL_009382,T371,2026-08-13 09:14:00,13,12.981362,77.61755,916.9,0.0,-0.18,-1.78,10.67,-6.7,-3.2,-6.2,Handlebar_Mount
TEL_009383,T372,2026-08-14 10:38:00,0,12.951925,77.602285,918.8,0.0,-0.1,0.0,9.71,-0.2,-3.3,-4.8,Handlebar_Mount
TEL_009384,T372,2026-08-14 10:39:00,1,12.952213,77.602927,919.1,6.7,0.58,2.33,8.71,6.3,-1.4,9.7,Handlebar_Mount
TEL_009385,T372,2026-08-14 10:40:00,2,12.952004,77.601887,923.5,10.1,-0.14,1.18,9.22,2.5,-5.5,-3.0,Handlebar_Mount
TEL_009386,T372,2026-08-14 10:41:00,3,12.952772,77.603287,915.2,15.2,0.91,1.77,9.26,5.4,12.5,10.5,Handlebar_Mount
TEL_009387,T372,2026-08-14 10:42:00,4,12.95216,77.602089,918.3,12.8,-0.21,-0.85,9.67,-0.9,-4.1,18.3,Handlebar_Mount
TEL_009388,T372,2026-08-14 10:43:00,5,12.953119,77.601502,918.3,10.7,-0.4,-0.71,10.0,-2.4,7.6,-3.4,Handlebar_Mount
TEL_009389,T372,2026-08-14 10:44:00,6,12.953343,77.603137,918.7,15.7,-0.74,1.74,9.47,5.3,-2.1,11.9,Handlebar_Mount
TEL_009390,T372,2026-08-14 10:45:00,7,12.952076,77.602573,922.2,13.2,0.74,-0.87,9.31,-2.7,8.7,-4.4,Handlebar_Mount
TEL_009391,T372,2026-08-14 10:46:00,8,12.950243,77.602195,918.2,17.8,-0.22,1.6,10.62,5.5,-4.1,-9.4,Handlebar_Mount
TEL_009392,T372,2026-08-14 10:47:00,9,12.94972,77.600707,920.0,15.0,-0.98,-0.99,9.37,-2.9,-10.3,-9.7,Handlebar_Mount
TEL_009393,T372,2026-08-14 10:48:00,10,12.947935,77.600922,915.8,17.1,1.13,0.72,9.35,2.9,7.0,3.4,Handlebar_Mount
TEL_009394,T372,2026-08-14 10:49:00,11,12.948315,77.598737,924.2,21.1,-0.2,1.39,8.87,6.4,1.0,5.6,Handlebar_Mount
TEL_009395,T372,2026-08-14 10:50:00,12,12.949889,77.600459,923.4,22.2,0.49,0.39,10.3,2.0,0.7,-3.1,Handlebar_Mount
TEL_009396,T372,2026-08-14 10:51:00,13,12.950125,77.59781,917.1,25.3,0.47,1.1,10.13,5.0,2.8,-1.5,Handlebar_Mount
TEL_009397,T372,2026-08-14 10:52:00,14,12.947226,77.597303,917.7,28.0,-0.32,0.93,9.94,-0.9,-2.9,4.2,Handlebar_Mount
TEL_009398,T372,2026-08-14 10:53:00,15,12.944206,77.596326,923.5,30.2,-1.01,0.78,9.91,4.1,-7.9,-5.5,Handlebar_Mount
TEL_009399,T372,2026-08-14 10:54:00,16,12.947548,77.595859,921.8,32.1,-0.56,0.65,9.77,2.5,-1.4,4.9,Handlebar_Mount
TEL_009400,T372,2026-08-14 10:55:00,17,12.944722,77.597584,916.8,31.5,-0.25,-0.23,9.7,1.4,-1.8,-16.2,Handlebar_Mount
TEL_009401,T372,2026-08-14 10:56:00,18,12.941966,77.597256,917.9,26.4,-0.34,-1.75,9.22,-7.3,-1.6,14.6,Handlebar_Mount
TEL_009402,T372,2026-08-14 10:57:00,19,12.940176,77.599418,917.1,26.7,0.11,0.09,10.84,0.3,3.8,-3.2,Handlebar_Mount
TEL_009403,T372,2026-08-14 10:58:00,20,12.94304,77.598343,917.9,29.1,1.58,0.85,9.83,4.3,4.2,15.5,Handlebar_Mount
TEL_009404,T372,2026-08-14 10:59:00,21,12.942403,77.600838,922.6,24.5,0.74,-1.62,9.41,-5.4,0.7,-3.0,Handlebar_Mount
TEL_009405,T372,2026-08-14 11:00:00,22,12.944035,77.602898,917.5,25.0,0.45,0.2,10.27,0.3,5.8,1.0,Handlebar_Mount
TEL_009406,T372,2026-08-14 11:01:00,23,12.941554,77.603911,917.4,25.5,0.08,0.16,10.41,1.2,-2.5,-6.2,Handlebar_Mount
